id,_ptype,_ltype,price,kabkoId,bedRooms,bathRooms,landSize,buildingSize,garages,sold
156264270708.0,house,sale,7800605132.0,608.0,4.0,4.0,248.0,242.0,,yes
100046371590.0,house,rent,30691672.0,618.0,5.0,5.0,170.0,153.0,0.0,no
154213617334.0,house,rent,30207068.0,618.0,5.0,,170.0,153.0,0.0,yes
173878774386.0,house,sale,668525450.0,618.0,2.0,1.0,,42.0,0.0,no
175791790806.0,house,,1040526268.0,618.0,5.0,2.0,,127.0,0.0,
91192533662.0,house,sale,524827927.0,618.0,3.0,2.0,45.0,42.0,1.0,no
104165791292.0,apartment,sale,1167390011.0,618.0,2.0,1.0,0.0,39.0,0.0,no
73324894496.0,house,sale,492123510.0,618.0,2.0,1.0,51.0,27.0,1.0,no
2213726833008.0,house,sale,792211302.0,,3.0,2.0,67.0,56.0,0.0,yes
160870754974.0,house,sale,3059945009.0,608.0,3.0,2.0,130.0,122.0,1.0,no
92134128699.0,house,sale,1000357280.0,618.0,2.0,1.0,73.0,45.0,0.0,no
62986683455.0,house,sale,2080293073.0,618.0,3.0,3.0,108.0,105.0,0.0,yes
160813377097.0,house,sale,479564737.0,618.0,3.0,2.0,,39.0,0.0,
131809323461.0,house,sale,6400554134.0,618.0,4.0,4.0,320.0,585.0,1.0,no
,house,sale,520898147.0,618.0,3.0,2.0,51.0,38.0,0.0,no
54690183866.0,apartment,sale,1440722203.0,618.0,2.0,1.0,0.0,49.0,0.0,no
163582002287.0,house,sale,6358217256.0,618.0,4.0,5.0,214.0,187.0,1.0,
29805012918.0,house,sale,3120999187.0,618.0,3.0,3.0,225.0,165.0,0.0,no
170762013962.0,house,rent,52910982.0,618.0,5.0,5.0,170.0,174.0,0.0,
41184609990.0,house,sale,480684654.0,618.0,3.0,2.0,45.0,38.0,0.0,no
175976897683.0,house,sale,1040260914.0,618.0,2.0,,67.0,54.0,0.0,no
8718841756630.0,house,sale,169128733.0,618.0,2.0,,49.0,31.0,0.0,yes
148221362364.0,,sale,,618.0,2.0,1.0,38.0,47.0,0.0,no
132297618950.0,house,sale,2000860375.0,618.0,3.0,2.0,178.0,127.0,0.0,no
22795877676.0,house,sale,2480456810.0,608.0,3.0,,96.0,122.0,0.0,no
143241744774.0,house,,800168545.0,618.0,3.0,,51.0,,0.0,no
111852421534.0,house,sale,7215352038.0,608.0,4.0,4.0,212.0,181.0,1.0,no
31345263941.0,house,sale,660711487.0,618.0,2.0,2.0,,41.0,0.0,no
100718129215.0,house,sale,4400581544.0,618.0,5.0,5.0,122.0,235.0,0.0,no
126094561040.0,house,sale,,618.0,3.0,2.0,45.0,42.0,1.0,
173521005305.0,house,,5359200263.0,608.0,4.0,5.0,135.0,238.0,1.0,
123384997815.0,house,sale,1200878957.0,618.0,2.0,2.0,34.0,37.0,0.0,no
41045958900.0,house,rent,36873417.0,608.0,3.0,,101.0,69.0,0.0,
112294382822.0,house,rent,80101010.0,608.0,3.0,3.0,108.0,119.0,0.0,
75488766600.0,house,sale,480731257.0,618.0,3.0,2.0,51.0,47.0,1.0,no
70069490684.0,house,sale,2160869825.0,618.0,3.0,3.0,150.0,135.0,1.0,no
18735993062.0,house,sale,2640797172.0,618.0,3.0,3.0,136.0,246.0,0.0,
93428860907.0,house,sale,3120338910.0,618.0,4.0,3.0,212.0,165.0,1.0,yes
56431885684.0,house,sale,2480360583.0,608.0,,3.0,121.0,187.0,0.0,no
8697466310552.0,apartment,sale,3120399049.0,618.0,2.0,1.0,0.0,,0.0,no
166096236202.0,house,sale,3600807655.0,618.0,4.0,4.0,204.0,204.0,0.0,yes
109946825930.0,house,sale,2880229037.0,618.0,4.0,4.0,162.0,221.0,,no
159540924408.0,house,sale,336570648.0,618.0,2.0,1.0,36.0,22.0,0.0,
52134920617.0,house,sale,680641996.0,618.0,2.0,1.0,61.0,30.0,0.0,no
,house,rent,34736149.0,608.0,3.0,3.0,108.0,76.0,0.0,no
53515140843.0,apartment,sale,440698412.0,618.0,1.0,1.0,0.0,23.0,0.0,
113948154505.0,house,sale,1496257501.0,618.0,3.0,3.0,110.0,170.0,0.0,no
145464522000.0,house,sale,,618.0,2.0,2.0,60.0,55.0,0.0,
15832799832457.0,house,sale,1698077145.0,618.0,4.0,3.0,119.0,80.0,0.0,no
17010176398568.0,house,sale,2880156177.0,618.0,4.0,,200.0,212.0,1.0,no
96380279019.0,house,sale,520778663.0,608.0,2.0,1.0,24.0,30.0,0.0,yes
70595792973.0,apartment,sale,1961666371.0,608.0,2.0,1.0,0.0,57.0,0.0,
64611799768.0,house,sale,1320427023.0,618.0,,2.0,84.0,137.0,1.0,no
11324613071916.0,house,sale,744621662.0,618.0,3.0,2.0,49.0,39.0,1.0,no
69308112694.0,house,sale,319997805.0,618.0,2.0,1.0,33.0,51.0,1.0,
30857453701.0,house,sale,8000352657.0,618.0,4.0,4.0,533.0,340.0,2.0,no
53073411482.0,house,sale,,,3.0,3.0,97.0,75.0,0.0,no
175673838560.0,house,sale,1462966099.0,608.0,3.0,2.0,114.0,56.0,0.0,
106587015348.0,apartment,sale,688562088.0,618.0,2.0,,0.0,38.0,0.0,
,house,sale,4920393145.0,618.0,4.0,3.0,,178.0,2.0,
115006871166.0,house,sale,3520896328.0,618.0,4.0,4.0,223.0,263.0,0.0,no
111588894646.0,house,sale,1600116775.0,618.0,3.0,2.0,76.0,144.0,0.0,no
61421936859.0,house,sale,1920767694.0,618.0,3.0,,153.0,127.0,0.0,no
18817852142.0,house,sale,,618.0,3.0,2.0,45.0,37.0,0.0,no
72562197911.0,house,sale,1680591420.0,618.0,3.0,3.0,115.0,112.0,0.0,no
10022594210125.0,apartment,sale,680442097.0,618.0,2.0,1.0,0.0,35.0,0.0,
92295134759.0,house,sale,1668089783.0,608.0,3.0,,107.0,65.0,0.0,no
40228061877.0,house,,3361202301.0,608.0,5.0,5.0,120.0,150.0,1.0,
7317567227564.0,house,sale,1400359392.0,618.0,2.0,2.0,107.0,67.0,0.0,no
101005716425.0,apartment,sale,681435581.0,618.0,1.0,1.0,0.0,31.0,0.0,yes
163788171089.0,house,sale,779807966.0,618.0,2.0,2.0,30.0,50.0,1.0,no
132306797624.0,house,sale,408573317.0,618.0,2.0,1.0,,30.0,1.0,no
84353915354.0,house,sale,296786942.0,608.0,2.0,,40.0,41.0,0.0,no
78724156118.0,house,rent,52778814.0,618.0,5.0,5.0,170.0,153.0,0.0,no
66707362268.0,apartment,sale,2141023331.0,608.0,2.0,2.0,0.0,68.0,0.0,no
165132673106.0,house,sale,4800774767.0,618.0,3.0,3.0,216.0,170.0,0.0,no
43888321352.0,,sale,780524593.0,618.0,3.0,,61.0,56.0,0.0,no
71927787703.0,house,,4800287508.0,618.0,6.0,6.0,321.0,412.0,1.0,no
87955731285.0,house,sale,4542010936.0,608.0,4.0,4.0,162.0,,0.0,no
164958832614.0,house,sale,634842270.0,618.0,2.0,2.0,30.0,39.0,0.0,no
71072672632.0,house,sale,640146328.0,618.0,7.0,3.0,58.0,105.0,0.0,no
39536516700.0,house,rent,,618.0,5.0,5.0,,174.0,0.0,no
21592627877.0,house,sale,400339040.0,618.0,3.0,2.0,42.0,33.0,,no
95948208730.0,apartment,sale,1440556359.0,608.0,2.0,1.0,0.0,,0.0,no
155382492522.0,house,sale,5800941415.0,618.0,,5.0,337.0,361.0,2.0,yes
46492569800.0,house,sale,396945362.0,608.0,,1.0,71.0,33.0,0.0,no
153234053786.0,,sale,2300949120.0,608.0,3.0,2.0,102.0,150.0,0.0,no
52061941326.0,house,sale,264457896.0,618.0,2.0,1.0,37.0,24.0,2.0,yes
37290563497.0,,sale,9200864371.0,618.0,4.0,4.0,225.0,552.0,2.0,
167031877161.0,house,,3640438428.0,608.0,4.0,3.0,180.0,187.0,0.0,no
72474770956.0,house,rent,48480165.0,618.0,5.0,5.0,150.0,170.0,0.0,no
107342603640.0,house,sale,480517187.0,618.0,3.0,2.0,47.0,51.0,1.0,no
169925352245.0,house,sale,2144229407.0,608.0,4.0,3.0,138.0,98.0,0.0,no
148691320767.0,house,sale,1140936516.0,618.0,7.0,,,114.0,0.0,no
93618646739.0,house,sale,1600789088.0,618.0,4.0,4.0,104.0,127.0,0.0,no
29997531146.0,house,sale,7200886647.0,618.0,5.0,4.0,413.0,206.0,0.0,no
169857369380.0,house,rent,52916246.0,618.0,5.0,5.0,150.0,153.0,0.0,no
166462238563.0,house,sale,2640667094.0,618.0,1.0,1.0,168.0,97.0,0.0,no
163121122925.0,house,sale,1840452275.0,608.0,3.0,3.0,108.0,187.0,0.0,no
133100283960.0,apartment,sale,500117402.0,618.0,1.0,1.0,0.0,15.0,0.0,no
144564450044.0,house,sale,2000897638.0,608.0,3.0,3.0,108.0,105.0,0.0,no
70652570108.0,house,sale,2624093036.0,,4.0,3.0,121.0,164.0,1.0,yes
10477302893585.0,house,sale,740590353.0,618.0,4.0,1.0,89.0,102.0,0.0,no
59152467715.0,apartment,sale,928959754.0,608.0,1.0,1.0,,35.0,0.0,no
72117182763.0,house,sale,200901645.0,608.0,1.0,1.0,45.0,34.0,0.0,no
92304211955.0,apartment,sale,1658099606.0,618.0,4.0,2.0,0.0,63.0,0.0,no
6035403811293.0,house,sale,169748310.0,618.0,2.0,1.0,56.0,27.0,0.0,yes
133455327737.0,house,rent,30631885.0,618.0,5.0,5.0,170.0,153.0,0.0,no
84278668087.0,,sale,2560631684.0,618.0,3.0,3.0,153.0,,0.0,no
147577923316.0,house,sale,644117335.0,608.0,2.0,1.0,27.0,30.0,0.0,no
144096029439.0,house,sale,1760858761.0,618.0,4.0,3.0,153.0,127.0,0.0,no
172541441468.0,house,sale,1400709903.0,618.0,4.0,3.0,122.0,135.0,,yes
108286046847.0,house,sale,960715431.0,618.0,3.0,2.0,61.0,108.0,0.0,
140276271271.0,house,sale,10938529753.0,608.0,4.0,3.0,513.0,,,no
148747994041.0,house,sale,2093438305.0,618.0,3.0,3.0,136.0,11.0,0.0,no
84473259880.0,house,sale,2000440991.0,608.0,,3.0,90.0,85.0,0.0,no
60096858354.0,,sale,1480555331.0,618.0,5.0,2.0,132.0,157.0,1.0,no
94450828161.0,house,rent,48421031.0,618.0,4.0,2.0,96.0,127.0,0.0,no
46533130731.0,house,sale,880140114.0,608.0,2.0,2.0,51.0,63.0,0.0,no
102715683215.0,house,sale,1080857564.0,618.0,3.0,3.0,61.0,80.0,1.0,no
15788146121336.0,house,sale,1000397385.0,618.0,2.0,1.0,81.0,68.0,0.0,yes
138951294761.0,house,,2760368182.0,608.0,3.0,3.0,,130.0,0.0,no
44258340763.0,house,sale,11367034903.0,608.0,5.0,5.0,297.0,395.0,2.0,no
72236998617.0,house,sale,1760830846.0,618.0,3.0,2.0,112.0,90.0,,
65788764280.0,apartment,rent,3266308.0,608.0,1.0,1.0,0.0,22.0,0.0,no
122566364022.0,house,rent,30308547.0,618.0,5.0,5.0,170.0,153.0,0.0,no
95870210725.0,apartment,sale,1065085066.0,608.0,1.0,1.0,0.0,37.0,0.0,no
72172272117.0,house,sale,479911410.0,608.0,3.0,2.0,61.0,44.0,0.0,no
142365152548.0,,sale,897122712.0,608.0,2.0,,45.0,45.0,0.0,
6981751423356.0,house,sale,620135633.0,608.0,2.0,1.0,71.0,33.0,0.0,yes
12489613786570.0,apartment,sale,360612469.0,618.0,2.0,1.0,0.0,24.0,0.0,no
,apartment,rent,4003301.0,618.0,0.0,1.0,0.0,20.0,0.0,no
57444783242.0,house,sale,1360808533.0,618.0,3.0,2.0,63.0,127.0,0.0,yes
7761352488172.0,house,sale,,608.0,2.0,1.0,95.0,38.0,0.0,no
,house,sale,572504563.0,,3.0,2.0,,,1.0,
,house,sale,1507042297.0,618.0,3.0,2.0,90.0,65.0,0.0,yes
114880336328.0,house,sale,4263178815.0,608.0,4.0,4.0,180.0,133.0,0.0,no
,house,sale,400172583.0,618.0,3.0,2.0,37.0,38.0,0.0,no
127651600778.0,house,sale,5760748699.0,618.0,5.0,4.0,315.0,595.0,2.0,no
170600838602.0,house,sale,1560409130.0,618.0,6.0,2.0,77.0,154.0,0.0,no
100306769486.0,apartment,sale,760978194.0,618.0,1.0,1.0,0.0,23.0,0.0,no
112833728251.0,house,sale,2000321092.0,608.0,3.0,2.0,105.0,81.0,0.0,no
49493730487.0,house,sale,800196528.0,618.0,3.0,2.0,51.0,52.0,2.0,yes
100876987674.0,house,sale,5600675821.0,618.0,5.0,,403.0,450.0,4.0,yes
106711568727.0,house,sale,560946246.0,608.0,2.0,1.0,85.0,33.0,0.0,no
153504904309.0,apartment,sale,439413611.0,618.0,1.0,1.0,0.0,22.0,0.0,
107133177197.0,house,sale,2384279398.0,618.0,3.0,4.0,150.0,314.0,3.0,no
64503722380.0,house,sale,240986959.0,608.0,2.0,1.0,51.0,30.0,0.0,no
138264669005.0,house,sale,524313008.0,618.0,3.0,2.0,45.0,51.0,0.0,no
159035002968.0,house,sale,476550259.0,618.0,,2.0,51.0,42.0,0.0,no
,house,sale,,608.0,4.0,7.0,481.0,408.0,2.0,no
62637502489.0,house,rent,120945594.0,618.0,3.0,3.0,,150.0,0.0,
7898349380474.0,house,sale,1040954688.0,608.0,3.0,2.0,107.0,58.0,0.0,no
137151363894.0,house,sale,668182331.0,618.0,3.0,1.0,54.0,51.0,0.0,no
13610002751896.0,house,rent,32431542.0,618.0,4.0,3.0,122.0,132.0,1.0,no
147061320584.0,house,sale,560829524.0,618.0,2.0,1.0,61.0,33.0,0.0,no
90834296332.0,apartment,sale,278220865.0,618.0,1.0,1.0,0.0,1943.0,0.0,no
30430703446.0,house,sale,680648217.0,618.0,2.0,1.0,76.0,,0.0,
55712863609.0,house,sale,476983365.0,618.0,3.0,2.0,51.0,42.0,0.0,yes
17848096939.0,house,sale,1234264900.0,608.0,2.0,3.0,51.0,74.0,,
1993373337446.0,house,sale,409639125.0,618.0,1.0,1.0,76.0,22.0,0.0,
85565440714.0,house,sale,745216170.0,,3.0,2.0,60.0,60.0,1.0,no
78562609388.0,,,1120907908.0,618.0,3.0,2.0,90.0,84.0,0.0,yes
145164433192.0,house,sale,824258757.0,608.0,3.0,2.0,53.0,58.0,0.0,no
81674636695.0,house,sale,792434743.0,618.0,3.0,1.0,80.0,48.0,1.0,no
170886887951.0,house,sale,8400552762.0,608.0,4.0,4.0,382.0,232.0,2.0,yes
86885654813.0,house,sale,1061191878.0,608.0,3.0,2.0,45.0,50.0,0.0,no
98644643672.0,house,rent,52238687.0,618.0,5.0,5.0,170.0,174.0,0.0,yes
139153111549.0,apartment,sale,1440925977.0,618.0,2.0,1.0,0.0,,0.0,yes
164911133079.0,house,sale,527326993.0,618.0,3.0,2.0,45.0,42.0,0.0,no
12294107334421.0,house,sale,440259555.0,608.0,0.0,0.0,27.0,54.0,0.0,no
145043710054.0,house,sale,3510290593.0,608.0,3.0,,144.0,144.0,1.0,no
114910230064.0,apartment,sale,329359771.0,618.0,1.0,1.0,0.0,22.0,0.0,no
36329448713.0,house,sale,1760316300.0,608.0,3.0,3.0,96.0,78.0,,no
162581593691.0,house,sale,4480144719.0,618.0,2.0,,284.0,204.0,0.0,yes
98483658679.0,house,sale,1760811310.0,608.0,3.0,3.0,122.0,,,no
11364007813694.0,house,sale,880279043.0,618.0,2.0,1.0,95.0,63.0,0.0,no
127549384492.0,house,sale,3600740851.0,618.0,4.0,4.0,108.0,212.0,1.0,no
103187430354.0,house,sale,976161740.0,,3.0,2.0,71.0,,0.0,no
125827680227.0,house,sale,680846256.0,618.0,2.0,1.0,54.0,,0.0,no
65815608760.0,house,sale,1080364501.0,618.0,4.0,3.0,90.0,150.0,0.0,no
161014592074.0,house,sale,800825793.0,618.0,,1.0,102.0,67.0,1.0,yes
115748280421.0,apartment,sale,440113608.0,618.0,1.0,1.0,0.0,22.0,0.0,yes
88232843877.0,house,sale,476701862.0,618.0,3.0,2.0,45.0,42.0,0.0,
44421632315.0,house,rent,30879994.0,618.0,5.0,5.0,170.0,174.0,,no
132226951837.0,house,sale,2560739171.0,608.0,4.0,3.0,114.0,122.0,1.0,no
84254213381.0,house,sale,480162437.0,618.0,3.0,2.0,52.0,,2.0,yes
127983059516.0,apartment,sale,1120315105.0,608.0,2.0,1.0,0.0,56.0,0.0,no
142224377995.0,house,sale,472434408.0,618.0,3.0,2.0,45.0,37.0,0.0,
15032910151721.0,house,sale,,618.0,4.0,2.0,157.0,56.0,1.0,
11667895549072.0,house,sale,520772968.0,618.0,3.0,,45.0,37.0,2.0,no
112676125981.0,house,sale,272180694.0,618.0,,1.0,63.0,16.0,0.0,no
157108289158.0,apartment,sale,560419304.0,618.0,1.0,1.0,0.0,29.0,0.0,no
42020779788.0,apartment,sale,920963505.0,618.0,1.0,1.0,0.0,24.0,0.0,no
47604468575.0,house,sale,760531405.0,618.0,3.0,2.0,85.0,63.0,0.0,no
25520421533.0,house,sale,23702122879.0,608.0,4.0,7.0,755.0,463.0,2.0,no
164175554406.0,house,sale,476565338.0,618.0,3.0,2.0,45.0,37.0,0.0,
12397629299419.0,house,sale,760210022.0,608.0,2.0,2.0,30.0,45.0,,yes
23122766302.0,apartment,sale,285519.0,618.0,,-1.0,0.0,,0.0,yes
125185170492.0,apartment,sale,696144950.0,618.0,1.0,1.0,0.0,31.0,0.0,yes
107470168666.0,,sale,740465509.0,618.0,3.0,1.0,61.0,60.0,,yes
76025078926.0,apartment,sale,1793378252.0,618.0,4.0,2.0,0.0,63.0,0.0,no
175923360853.0,house,sale,1520784093.0,618.0,3.0,2.0,148.0,,1.0,no
121876270009.0,house,sale,2000587378.0,618.0,4.0,2.0,120.0,90.0,0.0,
44970281953.0,house,rent,56170785.0,618.0,3.0,2.0,221.0,86.0,0.0,no
65249977584.0,apartment,sale,260660399.0,618.0,1.0,1.0,0.0,1582.0,0.0,no
56938410899.0,house,rent,80595855.0,608.0,5.0,3.0,261.0,152.0,0.0,yes
29960522954.0,house,rent,1753393.0,618.0,2.0,1.0,42.0,34.0,0.0,no
158566410758.0,house,sale,828249058.0,608.0,2.0,2.0,47.0,57.0,0.0,
11706987121556.0,house,sale,1280925476.0,,3.0,2.0,49.0,64.0,0.0,yes
18344623622.0,apartment,sale,1265779663.0,618.0,2.0,2.0,0.0,51.0,0.0,no
77816159979.0,house,sale,2320130765.0,608.0,4.0,4.0,122.0,149.0,1.0,no
5273844648039.0,house,sale,1280544804.0,618.0,2.0,2.0,127.0,120.0,0.0,
75783196174.0,house,,799214458.0,618.0,2.0,2.0,34.0,44.0,1.0,no
114598554793.0,house,,476975509.0,618.0,3.0,2.0,51.0,37.0,0.0,
113917264159.0,house,rent,52412016.0,,5.0,5.0,170.0,,0.0,no
54792298230.0,house,sale,5040506940.0,618.0,5.0,6.0,327.0,262.0,0.0,yes
41957437929.0,house,sale,1200652797.0,,3.0,2.0,101.0,93.0,0.0,
99531312951.0,house,sale,2320394385.0,618.0,4.0,3.0,183.0,262.0,0.0,no
74658561071.0,house,sale,3440812353.0,618.0,3.0,2.0,387.0,210.0,2.0,
32549992054.0,apartment,rent,58433126.0,608.0,1.0,1.0,0.0,35.0,0.0,no
148987098549.0,house,sale,6560672031.0,618.0,4.0,4.0,318.0,324.0,2.0,no
,,sale,,,1.0,1.0,51.0,17.0,1.0,yes
13387183590977.0,house,sale,500692380.0,618.0,2.0,1.0,76.0,51.0,,no
5242020979809.0,house,,,618.0,4.0,3.0,63.0,58.0,1.0,no
136986024123.0,house,sale,6806475279.0,608.0,4.0,4.0,165.0,252.0,1.0,
,house,sale,480269694.0,618.0,3.0,2.0,51.0,37.0,0.0,no
93087647337.0,apartment,sale,240359869.0,618.0,1.0,,0.0,18.0,,yes
88090565163.0,house,sale,4331154995.0,608.0,4.0,4.0,153.0,210.0,1.0,yes
125669451378.0,house,sale,5360766918.0,618.0,4.0,3.0,289.0,204.0,1.0,no
,house,sale,868172187.0,618.0,3.0,,55.0,69.0,0.0,no
24946917750.0,house,sale,400497265.0,608.0,2.0,1.0,300.0,60.0,0.0,no
103557804621.0,,sale,399318761.0,618.0,3.0,2.0,38.0,42.0,0.0,
44444398970.0,house,sale,1009592203.0,608.0,2.0,2.0,61.0,51.0,0.0,no
37867855156.0,house,sale,3920963690.0,608.0,4.0,4.0,255.0,233.0,1.0,no
172938344855.0,house,sale,472477785.0,608.0,3.0,2.0,46.0,42.0,1.0,
16421009965903.0,house,sale,1040338120.0,618.0,3.0,2.0,61.0,53.0,0.0,no
105509529034.0,house,sale,520188620.0,,3.0,2.0,38.0,45.0,0.0,no
61035134918.0,,,1200546475.0,618.0,2.0,2.0,72.0,82.0,0.0,no
82725379417.0,,sale,,618.0,3.0,,45.0,47.0,0.0,no
111634994000.0,apartment,,278136504.0,618.0,1.0,1.0,0.0,16.0,0.0,no
48903401925.0,house,sale,1240139755.0,618.0,1.0,1.0,168.0,,0.0,yes
165432378546.0,house,sale,2580667897.0,,4.0,3.0,122.0,141.0,0.0,yes
119831036998.0,house,sale,1600848897.0,608.0,3.0,3.0,68.0,110.0,0.0,no
165992137182.0,house,sale,880824749.0,608.0,2.0,1.0,47.0,63.0,0.0,no
111342623711.0,house,sale,520795320.0,608.0,3.0,2.0,45.0,33.0,0.0,no
101976280648.0,house,sale,680517941.0,608.0,2.0,1.0,63.0,37.0,0.0,yes
13821353960806.0,house,sale,820983045.0,618.0,2.0,2.0,73.0,85.0,0.0,no
66077723907.0,house,sale,480549599.0,618.0,3.0,2.0,45.0,37.0,0.0,
82129332588.0,apartment,sale,452469482.0,608.0,1.0,1.0,0.0,24.0,0.0,no
159986793773.0,house,sale,1200237645.0,618.0,4.0,4.0,90.0,89.0,0.0,no
59673666603.0,house,sale,800400798.0,618.0,3.0,2.0,78.0,54.0,0.0,no
7258135879890.0,house,sale,304928655.0,608.0,2.0,1.0,45.0,34.0,0.0,no
117540638205.0,house,sale,1760491811.0,,3.0,3.0,104.0,119.0,0.0,no
5236061329933.0,house,rent,36587074.0,618.0,3.0,2.0,102.0,76.0,0.0,no
151887527426.0,house,sale,400661852.0,618.0,3.0,2.0,42.0,33.0,0.0,no
52956569824.0,house,sale,2960259340.0,618.0,4.0,3.0,135.0,,0.0,no
165762727691.0,house,sale,2250234982.0,608.0,3.0,3.0,102.0,98.0,0.0,
61309212802.0,apartment,sale,1167465253.0,618.0,2.0,1.0,0.0,39.0,0.0,no
123215214941.0,house,sale,2160462808.0,608.0,3.0,3.0,120.0,110.0,0.0,no
62728629739.0,house,rent,52289821.0,618.0,5.0,5.0,170.0,153.0,0.0,yes
124881879991.0,house,sale,400389951.0,618.0,3.0,2.0,37.0,38.0,0.0,yes
77330562950.0,house,sale,396252578.0,608.0,2.0,1.0,,33.0,0.0,yes
146931936103.0,house,sale,1160234155.0,618.0,3.0,3.0,76.0,90.0,0.0,yes
108750364637.0,house,sale,5132123355.0,608.0,4.0,3.0,338.0,168.0,1.0,no
58862677906.0,house,sale,1520112977.0,618.0,3.0,3.0,95.0,136.0,0.0,no
160712109234.0,house,sale,4800953581.0,618.0,4.0,4.0,247.0,300.0,2.0,no
12911540423581.0,house,sale,2480121664.0,618.0,3.0,3.0,144.0,212.0,2.0,no
112853059382.0,house,sale,1920824209.0,,3.0,2.0,101.0,101.0,0.0,no
166122285459.0,house,sale,3091561232.0,608.0,4.0,4.0,115.0,124.0,0.0,no
111615040131.0,house,sale,573810319.0,618.0,2.0,2.0,51.0,48.0,0.0,no
161223837629.0,apartment,sale,,618.0,1.0,1.0,0.0,16.0,0.0,no
62620698226.0,house,sale,4120287525.0,608.0,5.0,5.0,187.0,172.0,0.0,no
37996860418.0,house,rent,,618.0,4.0,3.0,136.0,108.0,0.0,no
30262277273.0,house,sale,647463736.0,618.0,2.0,2.0,27.0,34.0,1.0,no
40562771055.0,house,sale,1160332885.0,608.0,3.0,2.0,54.0,75.0,0.0,yes
159861341192.0,house,sale,1516601931.0,618.0,3.0,2.0,102.0,85.0,0.0,
84227983374.0,house,sale,2020642664.0,608.0,3.0,,84.0,99.0,1.0,yes
80666885035.0,house,,240115908.0,608.0,2.0,1.0,51.0,30.0,0.0,no
,house,sale,1520355714.0,618.0,3.0,3.0,135.0,106.0,0.0,no
116540193215.0,,sale,8000409848.0,,4.0,,252.0,310.0,2.0,no
47851050170.0,house,sale,1160476575.0,618.0,4.0,2.0,102.0,75.0,0.0,no
149602596766.0,house,sale,2000112547.0,618.0,,,187.0,187.0,0.0,no
12684548225179.0,house,sale,800639118.0,618.0,2.0,1.0,101.0,85.0,0.0,no
76405649718.0,house,sale,10240152784.0,618.0,5.0,3.0,416.0,562.0,0.0,no
95321685111.0,house,sale,,608.0,4.0,3.0,130.0,147.0,1.0,yes
,house,sale,560642954.0,618.0,,2.0,93.0,75.0,0.0,no
7068548498644.0,house,sale,450831599.0,608.0,2.0,1.0,71.0,42.0,0.0,no
130908030067.0,house,rent,56685156.0,618.0,3.0,2.0,122.0,72.0,0.0,yes
88409590706.0,house,rent,48634884.0,618.0,5.0,5.0,170.0,150.0,0.0,no
3578758046228.0,house,sale,1872471673.0,608.0,3.0,3.0,102.0,93.0,0.0,yes
,house,sale,4912214205.0,608.0,4.0,4.0,187.0,191.0,1.0,no
160550288192.0,house,rent,52707015.0,618.0,5.0,5.0,150.0,174.0,0.0,no
41642449777.0,house,rent,30800135.0,618.0,5.0,5.0,170.0,174.0,0.0,
59585843894.0,house,sale,3300729839.0,608.0,4.0,3.0,191.0,,1.0,no
113006845922.0,house,sale,1480130047.0,618.0,2.0,2.0,89.0,76.0,0.0,yes
12138030509156.0,house,sale,960902522.0,618.0,3.0,2.0,150.0,76.0,0.0,no
140272915676.0,house,sale,839840906.0,618.0,2.0,1.0,38.0,42.0,0.0,no
144897917858.0,house,rent,48397786.0,618.0,4.0,2.0,96.0,112.0,0.0,no
109472225572.0,house,sale,,618.0,3.0,,147.0,127.0,2.0,
45864825367.0,house,sale,2065075838.0,618.0,,,120.0,99.0,0.0,yes
68850236940.0,house,sale,480801418.0,618.0,3.0,2.0,47.0,51.0,1.0,no
80321845737.0,house,sale,1340813780.0,608.0,3.0,2.0,65.0,62.0,0.0,
50949325461.0,,sale,520226227.0,608.0,2.0,1.0,54.0,33.0,0.0,
99608794410.0,house,sale,1120432876.0,608.0,3.0,2.0,66.0,57.0,0.0,no
72471965677.0,house,sale,1200756512.0,618.0,3.0,2.0,90.0,85.0,0.0,no
94908076201.0,house,rent,52186488.0,618.0,5.0,5.0,,174.0,0.0,no
45222133497.0,house,sale,960794427.0,618.0,3.0,2.0,75.0,,1.0,no
158180455477.0,apartment,sale,1575315016.0,608.0,1.0,1.0,0.0,51.0,0.0,no
94457387163.0,house,sale,,618.0,3.0,3.0,104.0,127.0,0.0,no
20774393386.0,house,sale,6806039348.0,608.0,4.0,4.0,187.0,286.0,1.0,yes
107718183274.0,house,sale,840275890.0,618.0,3.0,3.0,61.0,51.0,0.0,yes
62625838428.0,house,sale,1200695881.0,608.0,3.0,3.0,81.0,67.0,0.0,
100443430275.0,house,sale,1400626405.0,608.0,3.0,2.0,54.0,56.0,0.0,no
77164243094.0,house,rent,30673030.0,618.0,5.0,5.0,170.0,153.0,0.0,no
67507843440.0,house,sale,1000696462.0,618.0,3.0,3.0,97.0,93.0,0.0,no
123149646285.0,house,sale,3480499107.0,618.0,,3.0,180.0,212.0,0.0,yes
29305811524.0,house,sale,1020995902.0,618.0,3.0,2.0,67.0,72.0,0.0,yes
13727428433307.0,house,sale,340534241.0,608.0,2.0,2.0,57.0,45.0,0.0,yes
77067228114.0,house,sale,480905640.0,618.0,3.0,2.0,45.0,37.0,0.0,no
173954097647.0,house,sale,6162385065.0,608.0,4.0,4.0,233.0,191.0,1.0,no
60939993520.0,house,sale,634952190.0,608.0,2.0,2.0,30.0,39.0,0.0,no
